,summary,Hazard,Impacts,Causes,Adaptation,Mitigation,word
+1309,3.658038756022193,-0.05156694361958887,-0.015458404527921143,0.020970134673842532,0.058200361265219984,0.01837793604455487,+1309
satel… +1309,3.658038756022193,-0.05156694361958887,-0.015458404527921143,0.020970134673842532,0.058200361265219984,0.01837793604455487,satel… +1309
+1309 chars,3.62404625773,-0.05171505945588189,-0.015820680847417685,0.021914047230956683,0.05886833861533447,0.01780542323700172,+1309 chars
rain+s hamper,3.7000115621907232,0.010951388610516045,-0.07735533313781603,0.14782938329555298,0.0017197405982803213,-0.0446487151457934,rain+s hamper
hamper sri,3.7445526642388516,0.007683600550097734,-0.08077820400211098,0.16395135791532917,-0.002628947330358948,-0.04787418696769091,hamper sri
lanka cleanup,3.819468636880916,0.0011823211690233219,-0.08742682492085636,0.1943970060151526,-0.010696262348864758,-0.054223765017944854,lanka cleanup
cleanup after,3.8936731149470916,-0.006564929064337665,-0.09521524005363416,0.2286235456072427,-0.019712022100500354,-0.06175682418421326,cleanup after
deadly floods,6.137217228499999,-0.03141599765146275,-0.06129369140975722,0.1835815791415786,-0.03269961109598203,-0.02026813488439097,deadly floods
floods heavy,4.240167784198528,-0.05899266138607262,-0.14733615759524382,0.4249218321724415,-0.07534546921523531,-0.1131640252868591,floods heavy
lashed sri,5.503964458843809,0.13933029460014112,-0.15478967277850342,0.21229067641097998,-0.10796997114494279,-0.11621855272910532,lashed sri
lanka friday,4.239888321921638,0.011881303062416781,-0.0738495065505775,0.1434395734783828,-0.009450862667503186,-0.038220127010448156,lanka friday
hampering,7.87882823945961,0.01441398464514805,-0.0796180472881159,0.19155539815990277,-0.07017123935983241,-0.03659635346365459,hampering
friday hampering,4.285717340300875,0.02440111175260492,-0.05996266860651111,0.07922037332188081,0.0019454949909880304,-0.023880294394096894,friday hampering
hampering major,4.403429444686398,0.03898233097561762,-0.04241353889155314,-0.006645696561861382,0.01505199314076117,-0.005553242661910603,hampering major
clean-up,6.544314369135698,0.0598097480554883,-0.06249954481032826,0.05843586588390146,-0.03928549199297021,-0.02085627690576322,clean-up
major clean-up,4.50497882900572,0.04116153369461494,-0.03818192784404921,-0.025240821872995443,0.016636499464009566,-0.0008762413628291462,major clean-up
clean-up operation,6.805634106610651,0.06550721888460284,-0.045519501651725205,-0.011085994491780502,-0.026989350679162367,-0.0033755065216260543,clean-up operation
operation after,6.208314443534487,0.047238765989045,-0.06650697661782844,0.08914317108388435,-0.038457096196954366,-0.025416818073383002,operation after
landslides les+t,6.081748662828386,0.03377431548175769,-0.024527434258631693,-0.04580013826882098,0.0016867569892032132,0.01677709479314465,landslides les+t
week killed,5.322669555461885,0.048767537174905486,-0.03458767923420416,-0.04098675742982845,0.0042388069020449625,0.005131046846223373,week killed
killed nearly,5.01573828455899,0.058179551025766864,-0.04021412357454845,-0.039461072549889536,0.00457895954299163,-0.0013411710023682813,killed nearly
500,4.7954132932628175,0.06734932278210048,-0.04530988746402104,-0.038867001760006153,0.004185423298375817,-0.007148784940110217,500
nearly 500,4.7954132932628175,0.06734932278210048,-0.04530988746402104,-0.038867001760006153,0.004185423298375817,-0.007148784940110217,nearly 500
500 peopl+e,4.694823801045761,0.07262025809185534,-0.048098624672124494,-0.038866095785998464,0.0036879653844979943,-0.010299198643327925,500 peopl+e
peopl+e officials,4.531990324591301,0.0834985187490192,-0.053596499517559876,-0.03952552075108731,0.0021424297593019056,-0.016444171152540463,peopl+e officials
authorities reported,4.298575309703241,0.10899521430057237,-0.09873012964356241,0.07622467419034996,-0.033196775492260126,-0.06331121258662889,authorities reported
132,4.3329910442170965,0.12727819319598505,-0.14296559992228142,0.1849082981491514,-0.07369591778238455,-0.10825785451786736,132
reported 132,4.3329910442170965,0.12727819319598505,-0.14296559992228142,0.1849082981491514,-0.07369591778238455,-0.10825785451786736,reported 132
millimetres,4.371278230714286,0.1340543798194167,-0.16022825940086471,0.2235292433458014,-0.09007718326350805,-0.1256923692034051,millimetres
132 millimetre+s,4.371278230714286,0.1340543798194167,-0.16022825940086471,0.2235292433458014,-0.09007718326350805,-0.1256923692034051,132 millimetre+s
millimetre+s rainfall,4.979719879931508,0.15940114714771342,-0.3188154152930296,0.5366950339700374,-0.24569540661591752,-0.2848699994888875,millimetre+s rainfall
rainfall southern,4.394208357025086,0.20012192088604475,-0.21314294966250907,0.2623338251461657,-0.1379608193604247,-0.17961824152894199,rainfall southern
southern sri,4.151752830935427,0.15963358142855685,-0.1694621556364019,0.2074576022355211,-0.09288026084663566,-0.13622799924956422,southern sri
lanka over,3.9996234435124878,0.13605183540888233,-0.14285231743849602,0.1666125388719479,-0.0651162093350906,-0.10986078407461111,lanka over
15-hour,3.9696387120633907,0.12435150964222068,-0.12599059831056858,0.13398687540157947,-0.049260035738576825,-0.09278753840765694,15-hour
over 15-hour,3.9696387120633907,0.12435150964222068,-0.12599059831056858,0.13398687540157947,-0.049260035738576825,-0.09278753840765694,over 15-hour
15-hour sri,4.151752830935427,0.15963358142855685,-0.1694621556364019,0.2074576022355211,-0.09288026084663566,-0.13622799924956422,15-hour sri
lanka dealing,4.033042146067841,0.08203804123749682,-0.1044742960157657,0.13427192926942522,-0.03172281105492685,-0.07045461143886052,lanka dealing
fresh,36.198759511708005,-0.006858109785449657,0.027688252174835736,-0.09301480928073304,-0.0628175319765152,0.07485581062409899,fresh
with fresh,4.183259506819297,0.04738961728806982,-0.11208594431207762,0.20973679118997532,-0.042370269992820966,-0.0774649628519176,with fresh
bout,4.275807569848499,0.029324445162302384,-0.12075354122481925,0.2593263651046572,-0.052409549198233166,-0.08586699055040205,bout
fresh bout,4.275807569848499,0.029324445162302384,-0.12075354122481925,0.2593263651046572,-0.052409549198233166,-0.08586699055040205,fresh bout
bout heavy,4.473011931364949,-0.008013220270009332,-0.14641108053754037,0.37146268051220255,-0.08006879298912568,-0.11114376600239557,bout heavy
rain hampering,6.164120311517936,-0.01876667488712741,-0.084484365882636,0.23704857121744227,-0.05425805923103598,-0.043655481095877934,rain hampering
hampering clean-up,4.523417070379181,0.025121585363481972,-0.08150312766642095,0.15278480510508083,-0.0228318564212242,-0.04485017037339391,hampering clean-up
week flash,5.532559986779768,0.027573520361245153,-0.025638583626470757,-0.037110059633773056,0.008917938273105854,0.014647067344503887,week flash
landslides copyright,8.864564257741824,0.0016111669920581557,-0.0016273141874483406,-0.058975886056463867,-0.007169652707464975,0.04259576151144437,landslides copyright
Ishara,7.330712574892185,0.005437034207335469,-0.009566197617596845,-0.045157041221141565,4.342112064733056e-05,0.033440806356779505,Ishara
afp ishara,7.330712574892185,0.005437034207335469,-0.009566197617596845,-0.045157041221141565,4.342112064733056e-05,0.033440806356779505,afp ishara
KODIKARA,6.850486070954234,-0.008870090604809727,-0.029368038995914298,0.050345081037520424,-0.012705683159398072,0.012966309995922616,KODIKARA
ishara kodikara,6.850486070954234,-0.008870090604809727,-0.029368038995914298,0.050345081037520424,-0.012705683159398072,0.012966309995922616,ishara kodikara
kodikara heavy,4.772143169169651,-0.03959181857150721,-0.1052307969704983,0.30672916667112876,-0.04949186769363659,-0.06807846860547882,kodikara heavy
+2191,4.113340956082545,0.0017223573666391957,-0.0725811123104482,0.15186855609393823,-0.005211312634031052,-0.0375082481886072,+2191
lanka +2191,4.113340956082545,0.0017223573666391957,-0.0725811123104482,0.15186855609393823,-0.005211312634031052,-0.0375082481886072,lanka +2191
+2191 chars,4.041143301039489,0.006275837403455905,-0.06883214491412808,0.1322652481637772,-1.9521004840025873e-05,-0.034035898989239914,+2191 chars
damages,3.4501117053303814,-0.08876723688743451,-0.05496974257878151,0.20361914794914698,0.029328732655502728,-0.02341033465498632,damages
landslide damages,3.4501117053303814,-0.08876723688743451,-0.05496974257878151,0.20361914794914698,0.029328732655502728,-0.02341033465498632,landslide damages
damages eight,3.4883088336013586,-0.09311240283001072,-0.05914280222804637,0.22221864363249527,0.024396939699048815,-0.027413205496063898,damages eight
eight house+s,3.5208456368359093,-0.0971565729693323,-0.06305289262513851,0.23917698738542864,0.019892294935724354,-0.031190779159859613,eight house+s
Gombak,3.585749886786391,-0.10618443394061555,-0.07184695597058981,0.2758451308196123,0.010054092968767693,-0.03975391543272,Gombak
house+s gombak,3.585749886786391,-0.10618443394061555,-0.07184695597058981,0.2758451308196123,0.010054092968767693,-0.03975391543272,house+s gombak
gombak village,3.6434351874102524,-0.11526332942426348,-0.08075386101884778,0.311145579912013,0.00037294853229772744,-0.048491059599562535,gombak village
village following,3.7320213861562834,-0.1309585167142427,-0.09624328172626935,0.3687435934750287,-0.01604975141200018,-0.06377751255659632,village following
GOMBAK,5.3614036490929315,-0.1368393283075194,-0.09538938193421294,0.3888699963868205,-0.05166063488676691,-0.05636089690170286,GOMBAK
rain gombak,4.000377577210512,-0.17574322088741917,-0.14043396980228287,0.5128372733558176,-0.06297907787324653,-0.10738306920769927,rain gombak
71-year-old,5.163525414018944,-0.102006546808782,-0.06059595110569632,0.2581849710300633,-0.016606667795272152,-0.02160534955926931,71-year-old
gombak 71-year-old,5.163525414018944,-0.102006546808782,-0.06059595110569632,0.2581849710300633,-0.016606667795272152,-0.02160534955926931,gombak 71-year-old
71-year-old woman,5.116317810211746,-0.08054271106222806,-0.038959177606460525,0.16570993106798645,0.0038790536510390546,0.00019787222089220988,71-year-old woman
woman stood,5.141245484187754,-0.07188290661131011,-0.03011275088358449,0.12533830215748054,0.011465371174276113,0.009223797492359104,woman stood
terrified,5.184553957086456,-0.0658658912027869,-0.02390117835242554,0.09616147442693729,0.016342595351413688,0.01562236676631285,terrified
stood terrified,5.184553957086456,-0.0658658912027869,-0.02390117835242554,0.09616147442693729,0.016342595351413688,0.01562236676631285,stood terrified
terrified the,5.314599207721142,-0.0558334623057575,-0.013416341577192417,0.04534476456545385,0.02363795734104297,0.026541501157825994,terrified the
sight,5.363731335569753,-0.053160852426113674,-0.010594929565252579,0.03133433441091888,0.025382187512532933,0.029505596043356026,sight
the sight,5.363731335569753,-0.053160852426113674,-0.010594929565252579,0.03133433441091888,0.025382187512532933,0.029505596043356026,the sight
sight her,5.491737864630024,-0.047578498466250334,-0.0046586111406735934,0.0014204249605784258,0.028695884922807068,0.03578099774303796,sight her
kitchen,5.557327104195857,-0.04523232556002551,-0.0021456595251353482,-0.011414058228929139,0.029942083010352016,0.038453557319279325,kitchen
her kitchen,5.557327104195857,-0.04523232556002551,-0.0021456595251353482,-0.011414058228929139,0.029942083010352016,0.038453557319279325,her kitchen
kitchen wall,5.726163056225496,-0.043920144136543965,-0.00047983825251594864,-0.018107420922809203,0.02885109570182736,0.040457474711684274,kitchen wall
wall collapsing,5.84997379692803,-0.043540378324817317,0.00013632488879916386,-0.01971584899717443,0.02756713937363579,0.041299386837031105,wall collapsing
collapsing while,6.17982379496695,-0.042564758698143135,0.0016824484064522805,-0.023752062127782025,0.02431744493527724,0.04338945950511671,collapsing while
while part,6.405433370627226,-0.04192616207332424,0.0026678038347097963,-0.02632458391775138,0.02222547650797745,0.04470483713624813,while part
part her,5.491737864630024,-0.047578498466250334,-0.0046586111406735934,0.0014204249605784258,0.028695884922807068,0.03578099774303796,part her
house nearly,7.452134724527414,-0.039232998982820684,0.0066233737335661385,-0.03665453536394126,0.013662527749491523,0.049858014853842725,house nearly
slid,6.410650689399997,-0.05710369248205156,-0.01264382622385507,0.05632028353713213,0.008119644015951163,0.029265633600508687,slid
nearly slid,6.410650689399997,-0.05710369248205156,-0.01264382622385507,0.05632028353713213,0.008119644015951163,0.029265633600508687,nearly slid
slid dow+n,8.93627770182414,-0.03603304080597908,0.010983038026091522,-0.0480504636176497,0.003917753516942608,0.055312381900156526,slid dow+n
dow+n with,10.151636557337143,-0.0338246344154255,0.013824482489633763,-0.055488917394276756,-0.002605747764775151,0.05874909676331055,dow+n with
with landslide,19.958503685213586,-0.02296611205157843,0.026518123975834387,-0.08895538269121474,-0.03334137992315027,0.07315869708215203,with landslide
Kampung,7.201186765633398,-0.10090726838235291,-0.05580065144703086,0.25960277505741436,-0.04105311257880207,-0.013276544731476816,Kampung
rain kampung,7.201186765633398,-0.10090726838235291,-0.05580065144703086,0.25960277505741436,-0.04105311257880207,-0.013276544731476816,rain kampung
Orang,6.665328363413467,-0.08169878695926469,-0.037104821051230814,0.17591493586165277,-0.01754714837796293,0.004932212250307611,Orang
kampung orang,6.665328363413467,-0.08169878695926469,-0.037104821051230814,0.17591493586165277,-0.01754714837796293,0.004932212250307611,kampung orang
Asli,6.378829295629612,-0.07425958431272428,-0.030012377208128858,0.1407414150000992,-0.007377380679303874,0.011694633890535622,Asli
orang asli,6.378829295629612,-0.07425958431272428,-0.030012377208128858,0.1407414150000992,-0.007377380679303874,0.011694633890535622,orang asli
Batu,6.18364243745091,-0.07009190367522063,-0.026113435854144038,0.12023041275531789,-0.0011804105428786394,0.015337496168944963,Batu
asli batu,6.18364243745091,-0.07009190367522063,-0.026113435854144038,0.12023041275531789,-0.0011804105428786394,0.015337496168944963,asli batu
batu her+e,4.1795659056686425,-0.06668414873314994,-0.028153500638395047,0.09858550458268073,0.033079355628057604,0.008049602259352955,batu her+e
her+e wednesday,4.0659177462086955,-0.06416002437601737,-0.02610655692487678,0.08603683079306196,0.037698662610702316,0.009631872114097106,her+e wednesday
story gombak,3.736362609105124,-0.05909385205309527,-0.022682316009065763,0.060755589746309284,0.049501635788621164,0.011451202069444647,story gombak
batu he…,4.1795659056686425,-0.06668414873314994,-0.028153500638395047,0.09858550458268073,0.033079355628057604,0.008049602259352955,batu he…
+2009,4.106014755654297,-0.06499806486425412,-0.026771456691680667,0.09021595527082357,0.03610820311526288,0.009135666540224834,+2009
he… +2009,4.106014755654297,-0.06499806486425412,-0.026771456691680667,0.09021595527082357,0.03610820311526288,0.009135666540224834,he… +2009
+2009 chars,4.028421629052094,-0.0634250154881833,-0.02553833073758915,0.08236331610026708,0.03915033028594284,0.010037500542174511,+2009 chars
Storms,2.321912525568632,-0.10801275683516924,-0.0892058128042071,0.302532369269084,0.048739519867942276,-0.07284500565892398,Storms
and storms,2.321912525568632,-0.10801275683516924,-0.0892058128042071,0.302532369269084,0.048739519867942276,-0.07284500565892398,and storms
Are,2.321912525568632,-0.10801275683516924,-0.0892058128042071,0.302532369269084,0.048739519867942276,-0.07284500565892398,Are
storms are,5.815673434042415,-0.05943105047807335,-0.01599074459404537,0.0658886557260316,0.01334018936029816,0.02494656837015515,storms are
Ravaging,2.321912525568632,-0.10801275683516924,-0.0892058128042071,0.302532369269084,0.048739519867942276,-0.07284500565892398,Ravaging
are ravaging,2.321912525568632,-0.10801275683516924,-0.0892058128042071,0.302532369269084,0.048739519867942276,-0.07284500565892398,are ravaging
ravaging the,2.324038501529836,-0.10892795206524983,-0.09012100803428758,0.3060545598331261,0.047824324637861744,-0.07376020088900449,ravaging the
the jersey,2.5094715404166377,-0.18569373559948382,-0.16688679156852165,0.5558424418880658,-0.028941458896372157,-0.15052598442323845,the jersey
Shore,2.5014256150416863,-0.18248236165183193,-0.16367541762086962,0.5468919723856472,-0.025730084948720384,-0.1473146104755866,Shore
jersey shore,2.5014256150416863,-0.18248236165183193,-0.16367541762086962,0.5468919723856472,-0.025730084948720384,-0.1473146104755866,jersey shore
Keep,2.4308917212196777,0.018407816080527276,-0.13507275576123562,0.28230147528889227,0.0028725769109139085,-0.11871194861595251,Keep
why keep,2.334326104810945,-0.11334478967890674,-0.09453784564794442,0.3228363854021836,0.04340748702420475,-0.07817703850266139,why keep
keep building,2.3364768646458165,-0.1142657276850462,-0.09545878365408399,0.32629107730243384,0.04248654901806519,-0.07909797650880107,keep building
building back,2.3421369662049885,-0.11668529233608595,-0.0978783483051238,0.3352960836996371,0.04006698436702553,-0.08151754115984082,building back
has spent,2.3569229349604712,-0.12297847346815349,-0.10417152943719132,0.35824587440013855,0.033773803234958134,-0.08781072229190824,has spent
spent more,2.3612885205959073,-0.1248289996356931,-0.1060220556047308,0.3648683731616038,0.031923277067418536,-0.08966124845944763,spent more
than billion,2.3722891918243336,-0.1294769389750326,-0.11066999494407034,0.38125823054686936,0.027275337728079135,-0.09430918779878723,than billion
beach,8.632599320611781,0.15502383847392767,-0.12867384110414815,-0.06001483202274717,0.09367806970060168,-0.08536005800059393,beach
billion beach,2.383791478993164,-0.134313824801848,-0.11550688077088576,0.39795514046412456,0.022438451901263753,-0.09914607362560267,billion beach
replenishment,2.391221172662115,-0.13742573264658178,-0.1186187886156196,0.4085100873438159,0.019326544056529834,-0.10225798147033653,replenishment
beach replenishment,2.391221172662115,-0.13742573264658178,-0.1186187886156196,0.4085100873438159,0.019326544056529834,-0.10225798147033653,beach replenishment
replenishment over,2.348063422134845,-0.11921245902121715,-0.10040551499025503,0.3445928570959804,0.03753981768189451,-0.08404470784497184,replenishment over
les+t four,2.446236641077601,-0.16017232502268497,-0.14136538099172286,0.4815390695087962,-0.0034200483195735315,-0.12500457384643981,les+t four
four decades,2.462791405048621,-0.1669169704278872,-0.14811002639692497,0.5019063851061861,-0.010164693724775619,-0.131749219251642,four decades
but with,2.5317568663257752,-0.19453502160286484,-0.17572807757190265,0.5799343001426313,-0.03778274489975333,-0.15936727042661944,but with
worsening,2.580071367468041,-0.21343860664974115,-0.19463166261877898,0.6289099334019803,-0.05668632994662952,-0.17827085547349586,worsening
with worsening,2.580071367468041,-0.21343860664974115,-0.19463166261877898,0.6289099334019803,-0.05668632994662952,-0.17827085547349586,with worsening
worsening climate,2.8602504331087037,-0.31653073131175574,-0.29772378728079346,0.8483168393011963,-0.15977845460864412,-0.2813629801355104,worsening climate
chang+e experte+s,2.606995366607711,-0.22381990395031426,-0.20501295991935198,0.6544472456992219,-0.06706762724720262,-0.18865215277406888,chang+e experte+s
experte+s say,2.6208178740997776,-0.05682046516312543,-0.2103010370048884,0.5343917511340712,-0.07235570433273901,-0.19394022985960518,experte+s say
say more,2.5398508958917616,-0.19772692319205104,-0.17891997916108868,0.5884402110037082,-0.040974646488939434,-0.16255917201580558,say more
more dramatic,2.592791570020024,-0.2183566678257919,-0.19954972379482977,0.6411224409883934,-0.06160439112268041,-0.18318891664954667,more dramatic
dramatic chang+e,2.8602504331087037,-0.31653073131175574,-0.29772378728079346,0.8483168393011963,-0.15977845460864412,-0.2813629801355104,dramatic chang+e
order,3.3495711855122026,0.27051529836726196,-0.4556469355775219,0.3242301490711815,0.19173110725885706,-0.439286128432239,order
chang+e order,2.548617173895663,-0.2011724736234615,-0.18236552959249927,0.5975115550562043,-0.04442019692034999,-0.16600472244721623,chang+e order
order when,2.504636130506348,-0.18376501299254977,-0.16495806896158763,0.5504799348167686,-0.027012736289438264,-0.14859726181630453,order when
when hurrican+e,2.4789833242901187,-0.17347007253092622,-0.1546631284999638,0.5211784036158912,-0.01671779582781445,-0.13830232135468087,when hurrican+e
Sandy,2.443309705854415,-0.15897510329080378,-0.14016815925984172,0.4778653946430226,-0.002222826587692325,-0.12380735211455858,Sandy
hurrican+e sandy,2.443309705854415,-0.15897510329080378,-0.14016815925984172,0.4778653946430226,-0.002222826587692325,-0.12380735211455858,hurrican+e sandy
rammed,2.4278239848203738,-0.15261692296286294,-0.13380997893190075,0.4580504006183658,0.004135353740248439,-0.11744917178661773,rammed
sandy rammed,2.4278239848203738,-0.15261692296286294,-0.13380997893190075,0.4580504006183658,0.004135353740248439,-0.11744917178661773,sandy rammed
rammed the,2.413218155514872,-0.14658273726470505,-0.12777579323374288,0.4387545534815529,0.010169539438406726,-0.11141498608845968,rammed the
shore the,3.4382997636921853,-0.13132689966461614,-0.09876577608373995,0.37151709174891034,-0.009155565919969279,-0.06843189071491751,shore the
night oct,2.370437083847392,-0.12869590799688296,-0.10988896396592074,0.37852811224735494,0.028056368706228598,-0.09352815682063752,night oct
2012,2.362833952074869,-0.12548327206111454,-0.10667632803015224,0.36719645589270167,0.031269004641996945,-0.09031552088486929,2012
saltwater,2.358335250767134,-0.1235775141964733,-0.10477057016551101,0.3603958157889675,0.033174762506638256,-0.08840976302022796,saltwater
2012 saltwater,2.358335250767134,-0.1235775141964733,-0.10477057016551101,0.3603958157889675,0.033174762506638256,-0.08840976302022796,2012 saltwater
fisherman,2.3516569100302256,-0.1207416940997751,-0.10193475006881297,0.35016553371155196,0.0360105826033364,-0.0855739429235298,fisherman
saltwater fisherman,2.3516569100302256,-0.1207416940997751,-0.10193475006881297,0.35016553371155196,0.0360105826033364,-0.0855739429235298,saltwater fisherman
fisherman nick,2.3458161004921814,-0.11825490491121231,-0.09944796088025004,0.3410831939735926,0.03849737179189931,-0.08308715373496703,fisherman nick
Honachefsky,2.343157163713038,-0.11712078154802627,-0.09831383751706385,0.33690598980589953,0.039631495155085406,-0.08195303037178091,Honachefsky
nick honachefsky,2.343157163713038,-0.11712078154802627,-0.09831383751706385,0.33690598980589953,0.039631495155085406,-0.08195303037178091,nick honachefsky
honachefsky living,2.3356031084179927,-0.1138916946021163,-0.09508475057115398,0.3248897988040633,0.04286058210099549,-0.07872394342587087,honachefsky living
Camp,2.3314930188124636,-0.11213038926106107,-0.09332344523009876,0.318257615616468,0.044621887442050465,-0.0769626380848158,Camp
living camp,2.3314930188124636,-0.11213038926106107,-0.09332344523009876,0.318257615616468,0.044621887442050465,-0.0769626380848158,living camp
Osborn,2.32958499766618,-0.11131168541353349,-0.09250474138257131,0.3151557481725228,0.04544059128957818,-0.07614393423728816,Osborn
camp osborn,2.32958499766618,-0.11131168541353349,-0.09250474138257131,0.3151557481725228,0.04544059128957818,-0.07614393423728816,camp osborn
osborn community,2.3260260508501194,-0.10978280017281089,-0.09097585614184865,0.30933043650019965,0.04696947653030084,-0.07461504899656558,osborn community
tiny,2.321912525568632,-0.10801275683516924,-0.0892058128042071,0.302532369269084,0.048739519867942276,-0.07284500565892398,tiny
community tiny,2.321912525568632,-0.10801275683516924,-0.0892058128042071,0.302532369269084,0.048739519867942276,-0.07284500565892398,community tiny
bungalows,2.321912525568632,-0.10801275683516924,-0.0892058128042071,0.302532369269084,0.048739519867942276,-0.07284500565892398,bungalows
tiny bungalows,2.321912525568632,-0.10801275683516924,-0.0892058128042071,0.302532369269084,0.048739519867942276,-0.07284500565892398,tiny bungalows
mile,3.677676391713703,-0.08370821909319412,-0.04821267912538852,0.17999810779121617,0.028369215664377816,-0.014978522738550786,mile
bungalows mile,2.321912525568632,-0.10801275683516924,-0.0892058128042071,0.302532369269084,0.048739519867942276,-0.07284500565892398,bungalows mile
south,2.4184781419773644,0.02352749418591524,-0.12995307765584754,0.2617851044174435,0.007992255016301783,-0.1135922705105645,south
mile south,2.321912525568632,-0.10801275683516924,-0.0892058128042071,0.302532369269084,0.048739519867942276,-0.07284500565892398,mile south
Mantoloking,2.321912525568632,-0.10801275683516924,-0.0892058128042071,0.302532369269084,0.048739519867942276,-0.07284500565892398,Mantoloking
south mantoloking,2.321912525568632,-0.10801275683516924,-0.0892058128042071,0.302532369269084,0.048739519867942276,-0.07284500565892398,south mantoloking
+29946,2.321912525568632,-0.10801275683516924,-0.0892058128042071,0.302532369269084,0.048739519867942276,-0.07284500565892398,+29946
mantoloking +29946,2.321912525568632,-0.10801275683516924,-0.0892058128042071,0.302532369269084,0.048739519867942276,-0.07284500565892398,mantoloking +29946
+29946 char+s,2.321912525568632,-0.10801275683516924,-0.0892058128042071,0.302532369269084,0.048739519867942276,-0.07284500565892398,+29946 char+s
lanka issues,16.21813528229553,-0.026123867951826217,0.022991994603445764,-0.07960493139966995,-0.02455153797452091,0.06928932607012354,lanka issues
issues fresh,6.677697795247872,-0.041184604599060946,0.0037876927453350494,-0.02924861433778571,0.019828023974001588,0.046184278167278214,issues fresh
fresh landslide,49.42570755867639,-0.011232854217908749,0.03896290149591241,-0.12250165103541609,-0.06577167027281433,0.08626452823529682,fresh landslide
warnings,40.36024263049051,-0.01438075121745003,0.039059603921028384,-0.11670327436157915,-0.06010788366176854,0.0829555889463205,warnings
landslide warnings,39.63920733194396,-0.013776452662054154,0.036327348584272674,-0.11531165119116345,-0.05872971199543201,0.08354369808913824,landslide warnings
warnings death,5.583254002607811,-0.1349367244061856,0.24271658890028544,-0.0981651942608652,-0.05312423992797559,-0.05331761292571473,warnings death
607,7.805720482334353,-0.11046938859960556,0.12197043168257515,0.05111484493191301,-0.055785039573427994,-0.021735916363603034,607
hit+s 607,4.752026284726522,-0.09473762357249207,0.0485356390743063,0.09259526068395055,-0.003234372639294731,-0.01658348212113024,hit+s 607
COLOMBO,7.022713146912131,-0.09910483084650289,0.03528311975943451,0.13944351348750236,-0.03753570567389037,-0.011863712518569512,COLOMBO
607 colombo,4.777845583145156,-0.09434399086972256,0.01814522154456177,0.13459498091303027,-0.0033129890911932853,-0.016007796964784576,607 colombo
colombo heavy,7.60433565420742,-0.10184543833479438,-0.056306442362004445,0.26470168409153616,-0.04589516715756854,-0.013372310291820028,colombo heavy
rains triggered,15.133021994177895,-0.08771515244969195,-0.03889870728176122,0.22751897105588328,-0.07836643072325611,0.007119169882976857,rains triggered
triggered fresh,10.49368624446197,-0.033257309989997534,0.014536010472593456,-0.05735351671457553,-0.004260356602288301,0.0595959934409179,triggered fresh
warnings sri,7.538034595876215,-0.039029695720769475,0.006910330175915732,-0.0374041883131537,0.013031015999410759,0.05022411327946998,warnings sri
worst-affected,6.7818340215260795,-0.04090899740526581,0.004197619530056235,-0.03031902286814431,0.018945158398285183,0.04672172624561023,worst-affected
lanka worst-affected,6.7818340215260795,-0.04090899740526581,0.004197619530056235,-0.03031902286814431,0.018945158398285183,0.04672172624561023,lanka worst-affected
worst-affected central,6.187507462617271,-0.049420246704817754,0.023255152961261242,-0.03010918033086588,0.01788411626502744,0.03642634988318647,worst-affected central
hills,7.298319398025493,0.031061248601301022,0.02860009987174622,-0.07715192708114896,-0.02755336166864759,0.002811519940838578,hills
central hills,6.024026824389303,-0.06358532348422943,0.06368768319294377,-0.04060187245718945,0.006816239691835805,0.021446491630448594,central hills
hills friday,5.907782177560127,-0.0833403759890208,0.11794281331608472,-0.05677420714223255,-0.009940515924849425,0.0008590887755148443,hills friday
friday dec,7.194433757385443,-0.09023618497465541,0.1501922523252789,-0.0804735785158587,-0.031095656164934978,-0.0024469095742094406,friday dec
dec the,7.1208303653593,-0.15087536698995474,0.2922874044550831,-0.1350054777971714,-0.08649487857823619,-0.0642998217553964,dec the
week cyclone,6.614959501703178,-0.11478226449911509,0.17442677599891196,-0.032630223257036975,-0.04758621239844827,-0.028907978659940214,week cyclone
ditwah jumped,5.809383441049493,-0.07447280719659123,0.033672342434734284,0.04864244200444366,-0.00046357966242759454,0.00955208315926903,ditwah jumped
607.The,4.22131113069497,-0.06623179517772519,-0.017897907394051712,0.08310704947804946,0.03266630900456604,0.008881941020268307,607.The
jumped 607.the,4.22131113069497,-0.06623179517772519,-0.017897907394051712,0.08310704947804946,0.03266630900456604,0.008881941020268307,jumped 607.the
607.the national,4.35841034745933,-0.06716802749099057,-0.027887664008308184,0.10101216162298915,0.02915960491584663,0.009043901534140268,607.the national
Bui,4.5748623017915735,-0.07322480948231459,-0.03322493434599651,0.13058977372118888,0.0196213525691221,0.004403892896393239,Bui
national bui,4.5748623017915735,-0.07322480948231459,-0.03322493434599651,0.13058977372118888,0.0196213525691221,0.004403892896393239,national bui
bui colombo,4.777845583145156,-0.09434399086972256,0.01814522154456177,0.13459498091303027,-0.0033129890911932853,-0.016007796964784576,bui colombo
jumped 607,4.752026284726522,-0.09473762357249207,0.0485356390743063,0.09259526068395055,-0.003234372639294731,-0.01658348212113024,jumped 607
+1129,3.4839933453977006,-0.07051550894827704,0.03958458386521069,0.009941238888767547,0.04512076900828441,-0.003743239123575909,+1129
national +1129,3.4839933453977006,-0.07051550894827704,0.03958458386521069,0.009941238888767547,0.04512076900828441,-0.003743239123575909,national +1129
